url,Perfume,Brand,Gender,Rating Value,Rating Count,Year,Perfumer1,Top,Middle,Base,accords,notes_combined,score
https://www.fragrantica.com/perfume/chanel/bleu-de-chanel-eau-de-parfum-25967.html,Bleu De Chanel Eau De Parfum,Chanel,men,4.42,13646,2014,jacques polge,"grapefruit, lemon, mint, pink pepper, bergamot, aldehydes, coriander","ginger, nutmeg, jasmine, melon","incense, amber, cedar, sandalwood, patchouli, amberwood, labdanum",citrus | amber | woody | warm spicy | aromatic,"top: grapefruit, lemon, mint, pink pepper, bergamot, aldehydes, coriander | middle: ginger, nutmeg, jasmine, melon | base: incense, amber, cedar, sandalwood, patchouli, amberwood, labdanum | accords: citrus | amber | woody | warm spicy | aromatic",18.276864386649308
https://www.fragrantica.com/perfume/dolce-gabbana/the-one-for-men-eau-de-parfum-31909.html,The One For Men Eau De Parfum,Dolce Gabbana,men,4.49,11353,2015,olivier polge,"grapefruit, coriander, basil","cardamom, ginger, orange blossom","amber, tobacco, cedar",warm spicy | amber | tobacco | citrus | aromatic,"top: grapefruit, coriander, basil | middle: cardamom, ginger, orange blossom | base: amber, tobacco, cedar | accords: warm spicy | amber | tobacco | citrus | aromatic",18.207618515603382
https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-stronger-with-you-intensely-52802.html,Emporio Armani Stronger With You Intensely,Giorgio Armani,men,4.57,9587,2019,unknown,"pink pepper, juniper, violet","toffee, cinnamon, lavender, sage","vanilla, amber, tonka bean, suede",vanilla | sweet | amber | cinnamon | warm spicy,"top: pink pepper, juniper, violet | middle: toffee, cinnamon, lavender, sage | base: vanilla, amber, tonka bean, suede | accords: vanilla | sweet | amber | cinnamon | warm spicy",18.196497075902588
https://www.fragrantica.com/perfume/jean-paul-gaultier/ultra-male-30947.html,Ultra Male,Jean Paul Gaultier,men,4.44,12479,2015,francis kurkdjian,"pear, lavender, mint, bergamot, lemon","cinnamon, clary sage, caraway","black vanilla husk, amber, patchouli, cedar",vanilla | fruity | sweet | aromatic | cinnamon,"top: pear, lavender, mint, bergamot, lemon | middle: cinnamon, clary sage, caraway | base: black vanilla husk, amber, patchouli, cedar | accords: vanilla | fruity | sweet | aromatic | cinnamon",18.18719275893804
https://www.fragrantica.com/perfume/parfums-de-marly/layton-39314.html,Layton,Parfums De Marly,unisex,4.46,11455,2016,hamid merati-kashani,"apple, lavender, bergamot, mandarin orange","geranium, violet, jasmine","vanilla, cardamom, sandalwood, pepper, guaiac wood, patchouli",warm spicy | vanilla | fresh spicy | woody | aromatic,"top: apple, lavender, bergamot, mandarin orange | middle: geranium, violet, jasmine | base: vanilla, cardamom, sandalwood, pepper, guaiac wood, patchouli | accords: warm spicy | vanilla | fresh spicy | woody | aromatic",18.103287202138457
https://www.fragrantica.com/perfume/versace/versace-pour-homme-2318.html,Versace Pour Homme,Versace,men,4.29,16436,2008,alberto morillas,"lemon, bergamot, neroli, rose de mai","hyacinth, cedar, clary sage, geranium","tonka bean, musk, amber",citrus | aromatic | fresh spicy | floral | rose,"top: lemon, bergamot, neroli, rose de mai | middle: hyacinth, cedar, clary sage, geranium | base: tonka bean, musk, amber | accords: citrus | aromatic | fresh spicy | floral | rose",18.085878761612257
https://www.fragrantica.com/perfume/xerjoff/xj-1861-naxos-30529.html,Xj 1861 Naxos,Xerjoff,unisex,4.51,9969,2015,unknown,"lavender, bergamot, lemon","honey, cinnamon, cashmeran, jasmine sambac","tobacco leaf, vanilla, tonka bean",sweet | vanilla | honey | tobacco | lavender,"top: lavender, bergamot, lemon | middle: honey, cinnamon, cashmeran, jasmine sambac | base: tobacco leaf, vanilla, tonka bean | accords: sweet | vanilla | honey | tobacco | lavender",18.034115163985568
https://www.fragrantica.com/perfume/dior/hypnotic-poison-219.html,Hypnotic Poison,Dior,women,4.09,25173,1998,annick menardo,"coconut, plum, apricot","brazilian rosewood, jasmine, caraway, tuberose, rose, lily-of-the-valley","vanilla, almond, sandalwood, musk",vanilla | sweet | almond | fruity | nutty,"top: coconut, plum, apricot | middle: brazilian rosewood, jasmine, caraway, tuberose, rose, lily-of-the-valley | base: vanilla, almond, sandalwood, musk | accords: vanilla | sweet | almond | fruity | nutty",17.999894611951092
https://www.fragrantica.com/perfume/prada/prada-l-homme-39029.html,Prada L Homme,Prada,men,4.43,11046,2016,daniela (roche) andrier,"neroli, black pepper, cardamom, carrot seeds","iris, violet, geranium, mate","amber, cedar, sandalwood, patchouli",powdery | iris | violet | woody | fresh spicy,"top: neroli, black pepper, cardamom, carrot seeds | middle: iris, violet, geranium, mate | base: amber, cedar, sandalwood, patchouli | accords: powdery | iris | violet | woody | fresh spicy",17.91157248825758
https://www.fragrantica.com/perfume/lalique/encre-noire-1834.html,Encre Noire,Lalique,men,4.18,19165,2006,nathalie lorson,cypress,vetiver,"cashmere wood, musk",woody | aromatic | earthy | musky,"top: cypress | middle: vetiver | base: cashmere wood, musk | accords: woody | aromatic | earthy | musky",17.90098160233511
https://www.fragrantica.com/perfume/mugler/alien-707.html,Alien,Mugler,women,4.0,29858,2005,dominique ropion,jasmine sambac,cashmeran,amber,white floral | amber | floral,top: jasmine sambac | middle: cashmeran | base: amber | accords: white floral | amber | floral,17.90030103515626
https://www.fragrantica.com/perfume/by-kilian/angels-share-62615.html,Angels Share,By Kilian,unisex,4.38,12081,2020,benoist lapouza,cognac,"cinnamon, tonka bean, oak","vanilla, praline, sandalwood",woody | warm spicy | sweet | vanilla | cinnamon,"top: cognac | middle: cinnamon, tonka bean, oak | base: vanilla, praline, sandalwood | accords: woody | warm spicy | sweet | vanilla | cinnamon",17.8797680815033
https://www.fragrantica.com/perfume/maison-martin-margiela/by-the-fireplace-31623.html,By The Fireplace,Maison Martin Margiela,unisex,4.24,15275,2015,marie salamagne,"cloves, pink pepper, orange blossom","chestnut, guaiac wood, juniper","vanilla, peru balsam, cashmeran",woody | vanilla | balsamic | warm spicy | amber,"top: cloves, pink pepper, orange blossom | middle: chestnut, guaiac wood, juniper | base: vanilla, peru balsam, cashmeran | accords: woody | vanilla | balsamic | warm spicy | amber",17.74020091473343
https://www.fragrantica.com/perfume/chanel/bleu-de-chanel-9099.html,Bleu De Chanel,Chanel,men,4.17,17669,2010,jacques polge,"grapefruit, lemon, mint, pink pepper","ginger, nutmeg, jasmine, iso e super","incense, vetiver, cedar, sandalwood, patchouli, labdanum, white musk",citrus | woody | warm spicy | aromatic | amber,"top: grapefruit, lemon, mint, pink pepper | middle: ginger, nutmeg, jasmine, iso e super | base: incense, vetiver, cedar, sandalwood, patchouli, labdanum, white musk | accords: citrus | woody | warm spicy | aromatic | amber",17.710976411443205
https://www.fragrantica.com/perfume/dior/dior-homme-parfum-27417.html,Dior Homme Parfum,Dior,men,4.55,7676,2014,françois demachy,"tuscan iris, italian orange","leather, rose","sandalwood, ambrette (musk mallow), agarwood (oud), cedar",iris | woody | leather | powdery | violet,"top: tuscan iris, italian orange | middle: leather, rose | base: sandalwood, ambrette (musk mallow), agarwood (oud), cedar | accords: iris | woody | leather | powdery | violet",17.677621509761156
https://www.fragrantica.com/perfume/versace/eros-16657.html,Eros,Versace,men,4.08,20788,2012,aure?lien guichard,"mint, green apple, lemon","tonka bean, ambroxan, geranium","madagascar vanilla, virginian cedar, atlas cedar, vetiver, oakmoss",vanilla | aromatic | green | fresh spicy | amber,"top: mint, green apple, lemon | middle: tonka bean, ambroxan, geranium | base: madagascar vanilla, virginian cedar, atlas cedar, vetiver, oakmoss | accords: vanilla | aromatic | green | fresh spicy | amber",17.616761084913843
https://www.fragrantica.com/perfume/tom-ford/ombre-leather-2018-50239.html,Ombre Leather 2018,Tom Ford,unisex,4.34,11278,2018,sonia constant,cardamom,"leather, jasmine sambac","amber, moss, patchouli",leather | animalic | warm spicy | white floral | amber,"top: cardamom | middle: leather, jasmine sambac | base: amber, moss, patchouli | accords: leather | animalic | warm spicy | white floral | amber",17.58685438949029
https://www.fragrantica.com/perfume/giorgio-armani/acqua-di-gio-410.html,Acqua Di Gio,Giorgio Armani,men,4.11,18937,1996,unknown,"lime, lemon, bergamot, jasmine, orange, mandarin orange, neroli","sea notes, jasmine, calone, rosemary, peach, freesia, hiacynth, cyclamen, violet, coriander, rose, nutmeg, mignonette","white musk, cedar, oakmoss, patchouli, amber",citrus | aromatic | marine | fresh spicy | floral,"top: lime, lemon, bergamot, jasmine, orange, mandarin orange, neroli | middle: sea notes, jasmine, calone, rosemary, peach, freesia, hiacynth, cyclamen, violet, coriander, rose, nutmeg, mignonette | base: white musk, cedar, oakmoss, patchouli, amber | accords: citrus | aromatic | marine | fresh spicy | floral",17.579843201207694
https://www.fragrantica.com/perfume/armaf/club-de-nuit-intense-man-34696.html,Club De Nuit Intense Man,Armaf,men,4.16,16740,2015,unknown,"lemon, pineapple, bergamot, black currant, apple","birch, jasmine, rose","musk, ambergris, patchouli, vanilla",citrus | fruity | leather | smoky | woody,"top: lemon, pineapple, bergamot, black currant, apple | middle: birch, jasmine, rose | base: musk, ambergris, patchouli, vanilla | accords: citrus | fruity | leather | smoky | woody",17.570930609023222
https://www.fragrantica.com/perfume/tom-ford/noir-extreme-29675.html,Noir Extreme,Tom Ford,men,4.43,9120,2015,sonia constant,"cardamom, nutmeg, saffron, mandarin orange, neroli","kulfi, rose, mastic or lentisque, orange blossom, jasmine","vanilla, amber, woody notes, sandalwood",warm spicy | sweet | vanilla | woody | powdery,"top: cardamom, nutmeg, saffron, mandarin orange, neroli | middle: kulfi, rose, mastic or lentisque, orange blossom, jasmine | base: vanilla, amber, woody notes, sandalwood | accords: warm spicy | sweet | vanilla | woody | powdery",17.542988078869907
https://www.fragrantica.com/perfume/viktor-rolf/spicebomb-13857.html,Spicebomb,Viktor Rolf,men,4.3,11529,2012,olivier polge,"pink pepper, elemi, bergamot, grapefruit","cinnamon, saffron, paprika","tobacco, leather, vetiver",warm spicy | cinnamon | tobacco | sweet | soft spicy,"top: pink pepper, elemi, bergamot, grapefruit | middle: cinnamon, saffron, paprika | base: tobacco, leather, vetiver | accords: warm spicy | cinnamon | tobacco | sweet | soft spicy",17.465866021367205
https://www.fragrantica.com/perfume/yves-saint-laurent/l-homme-734.html,L Homme,Yves Saint Laurent,men,4.36,10040,2006,unknown,"ginger, bergamot, lemon","spices, violet leaf, white pepper, basil","tonka bean, cedar, tahitian vetiver",warm spicy | citrus | aromatic | fresh spicy | woody,"top: ginger, bergamot, lemon | middle: spices, violet leaf, white pepper, basil | base: tonka bean, cedar, tahitian vetiver | accords: warm spicy | citrus | aromatic | fresh spicy | woody",17.44774757645764
https://www.fragrantica.com/perfume/versace/versace-pour-homme-dylan-blue-40031.html,Versace Pour Homme Dylan Blue,Versace,men,4.15,15936,2016,alberto morillas,"calabrian bergamot, water notes, grapefruit, fig leaf","ambroxan, black pepper, patchouli, violet leaf, papyrus","incense, musk, tonka bean, saffron",amber | citrus | fresh spicy | musky | aquatic,"top: calabrian bergamot, water notes, grapefruit, fig leaf | middle: ambroxan, black pepper, patchouli, violet leaf, papyrus | base: incense, musk, tonka bean, saffron | accords: amber | citrus | fresh spicy | musky | aquatic",17.439987276453426
https://www.fragrantica.com/perfume/lattafa-perfumes/khamrah-75805.html,Khamrah,Lattafa Perfumes,unisex,4.39,9276,2022,unknown,"cinnamon, nutmeg, bergamot","dates, praline, tuberose, mahonial","vanilla, tonka bean, amberwood, myrrh, benzoin, akigalawood",sweet | warm spicy | vanilla | amber | cinnamon,"top: cinnamon, nutmeg, bergamot | middle: dates, praline, tuberose, mahonial | base: vanilla, tonka bean, amberwood, myrrh, benzoin, akigalawood | accords: sweet | warm spicy | vanilla | amber | cinnamon",17.416919173462905
https://www.fragrantica.com/perfume/parfums-de-marly/herod-16939.html,Herod,Parfums De Marly,men,4.45,8151,2012,olivier pescheux,"cinnamon, pepperwood","tobacco leaf, incense, osmanthus, labdanum","vanilla, iso e super, cedar, musk, cypriol oil or nagarmotha, vetiver",tobacco | vanilla | warm spicy | cinnamon | sweet,"top: cinnamon, pepperwood | middle: tobacco leaf, incense, osmanthus, labdanum | base: vanilla, iso e super, cedar, musk, cypriol oil or nagarmotha, vetiver | accords: tobacco | vanilla | warm spicy | cinnamon | sweet",17.405125560942746
https://www.fragrantica.com/perfume/dolce-gabbana/the-one-for-men-2056.html,The One For Men,Dolce Gabbana,men,4.25,12386,2008,olivier polge,"grapefruit, coriander, basil","ginger, cardamom, orange blossom","amber, tobacco, cedar",warm spicy | amber | tobacco | aromatic | citrus,"top: grapefruit, coriander, basil | middle: ginger, cardamom, orange blossom | base: amber, tobacco, cedar | accords: warm spicy | amber | tobacco | aromatic | citrus",17.39510608477605
https://www.fragrantica.com/perfume/afnan/9pm-65414.html,9Pm,Afnan,men,4.5,6865,2020,unknown,"apple, cinnamon, wild lavender, bergamot","orange blossom, lily-of-the-valley","vanilla, tonka bean, amber, patchouli",vanilla | amber | warm spicy | cinnamon | sweet,"top: apple, cinnamon, wild lavender, bergamot | middle: orange blossom, lily-of-the-valley | base: vanilla, tonka bean, amber, patchouli | accords: vanilla | amber | warm spicy | cinnamon | sweet",17.26516709590379
https://www.fragrantica.com/perfume/issey-miyake/l-eau-d-issey-pour-homme-721.html,L Eau D Issey Pour Homme,Issey Miyake,men,4.15,14183,1994,jacques cavallier,"yuzu, lemon, bergamot, lemon verbena, mandarin orange, cypress, calone, coriander, tarragon, sage","blue lotus, nutmeg, lily-of-the-valley, bourbon geranium, saffron, ceylon cinnamon, mignonette","tahitian vetiver, musk, cedar, sandalwood, amber, tobacco",citrus | aromatic | fresh spicy | woody | floral,"top: yuzu, lemon, bergamot, lemon verbena, mandarin orange, cypress, calone, coriander, tarragon, sage | middle: blue lotus, nutmeg, lily-of-the-valley, bourbon geranium, saffron, ceylon cinnamon, mignonette | base: tahitian vetiver, musk, cedar, sandalwood, amber, tobacco | accords: citrus | aromatic | fresh spicy | woody | floral",17.229964698760377
https://www.fragrantica.com/perfume/mugler/a-men-pure-havane-11444.html,A Men Pure Havane,Mugler,men,4.46,7169,2011,jacques huclier,"white honey, tobacco","vanille, cacao, patchouli","amber, french labdanum, styrax",sweet | honey | tobacco | vanilla | amber,"top: white honey, tobacco | middle: vanille, cacao, patchouli | base: amber, french labdanum, styrax | accords: sweet | honey | tobacco | vanilla | amber",17.195615434278388
https://www.fragrantica.com/perfume/dolce-gabbana/light-blue-485.html,Light Blue,Dolce Gabbana,women,3.84,29708,2001,olivier cresp,"sicilian lemon, apple, cedar, bellflower","bamboo, jasmine, white rose","cedar, musk, amber",citrus | woody | fresh | fruity | aromatic,"top: sicilian lemon, apple, cedar, bellflower | middle: bamboo, jasmine, white rose | base: cedar, musk, amber | accords: citrus | woody | fresh | fruity | aromatic",17.175890049675402
https://www.fragrantica.com/perfume/montblanc/explorer-52002.html,Explorer,Montblanc,men,4.24,10917,2019,unknown,"bergamot, pink pepper, clary sage","haitian vetiver, leather","ambroxan, akigalawood, indonesian patchouli leaf, cacao pod",woody | citrus | aromatic | amber | musky,"top: bergamot, pink pepper, clary sage | middle: haitian vetiver, leather | base: ambroxan, akigalawood, indonesian patchouli leaf, cacao pod | accords: woody | citrus | aromatic | amber | musky",17.121726701472557
https://www.fragrantica.com/perfume/burberry/london-for-men-804.html,London For Men,Burberry,men,4.26,10410,2006,antoine maisondieu,"cinnamon, lavender, bergamot","leather, mimosa","tobacco leaf, guaiac wood, opoponax, oakmoss",tobacco | cinnamon | sweet | warm spicy | woody,"top: cinnamon, lavender, bergamot | middle: leather, mimosa | base: tobacco leaf, guaiac wood, opoponax, oakmoss | accords: tobacco | cinnamon | sweet | warm spicy | woody",17.114517821993193
https://www.fragrantica.com/perfume/maison-martin-margiela/jazz-club-20541.html,Jazz Club,Maison Martin Margiela,men,4.2,11724,2013,alienor massenet,"pink pepper, neroli, lemon","rum, java vetiver oil, clary sage","tobacco leaf, vanilla bean, styrax",tobacco | sweet | rum | vanilla | woody,"top: pink pepper, neroli, lemon | middle: rum, java vetiver oil, clary sage | base: tobacco leaf, vanilla bean, styrax | accords: tobacco | sweet | rum | vanilla | woody",17.09027397582591
https://www.fragrantica.com/perfume/narciso-rodriguez/narciso-rodriguez-for-her-209.html,Narciso Rodriguez For Her,Narciso Rodriguez,women,4.02,17811,2003,christine nagel,"african orange flower, osmanthus, bergamot","musk, amber","vetiver, vanille, patchouli",musky | powdery | white floral | citrus | floral,"top: african orange flower, osmanthus, bergamot | middle: musk, amber | base: vetiver, vanille, patchouli | accords: musky | powdery | white floral | citrus | floral",17.087864999565923
https://www.fragrantica.com/perfume/creed/green-irish-tweed-474.html,Green Irish Tweed,Creed,men,4.31,9196,1985,olivier creed,"lemon verbena, iris",violet leaf,"ambergris, sandalwood",citrus | ozonic | iris | powdery | woody,"top: lemon verbena, iris | middle: violet leaf | base: ambergris, sandalwood | accords: citrus | ozonic | iris | powdery | woody",17.083315063749673
https://www.fragrantica.com/perfume/guerlain/l-homme-ideal-eau-de-parfum-37735.html,L Homme Ideal Eau De Parfum,Guerlain,men,4.42,7019,2016,delphine jelk,"almond, spices, lavender, bergamot, thyme, rosemary","cherry, vanilla, incense, bulgarian rose","leather, tonka bean, sandalwood",sweet | cherry | vanilla | almond | nutty,"top: almond, spices, lavender, bergamot, thyme, rosemary | middle: cherry, vanilla, incense, bulgarian rose | base: leather, tonka bean, sandalwood | accords: sweet | cherry | vanilla | almond | nutty",17.00081003561374
https://www.fragrantica.com/perfume/mugler/a-men-pure-malt-6103.html,A Men Pure Malt,Mugler,men,4.45,6555,2009,unknown,"fruity notes, orange, bergamot","malt, whiskey, patchouli, coffee, cedar","peat, vanilla, amber, musk",fruity | whiskey | woody | sweet | earthy,"top: fruity notes, orange, bergamot | middle: malt, whiskey, patchouli, coffee, cedar | base: peat, vanilla, amber, musk | accords: fruity | whiskey | woody | sweet | earthy",16.984043304798153
https://www.fragrantica.com/perfume/chloe/chloe-eau-de-parfum-1733.html,Chloe Eau De Parfum,Chloe,women,3.95,19739,2008,amandine clerc-marie,"peony, litchi, freesia","rose, lily-of-the-valley, magnolia","virginia cedar, amber",floral | rose | fresh | fruity | white floral,"top: peony, litchi, freesia | middle: rose, lily-of-the-valley, magnolia | base: virginia cedar, amber | accords: floral | rose | fresh | fruity | white floral",16.966621235917792
https://www.fragrantica.com/perfume/bvlgari/bvlgari-man-in-black-26358.html,Bvlgari Man In Black,Bvlgari,men,4.32,8172,2014,alberto morillas,"spices, rum, tobacco","leather, iris, tuberose","tonka bean, guaiac wood, benzoin",warm spicy | woody | leather | rum | amber,"top: spices, rum, tobacco | middle: leather, iris, tuberose | base: tonka bean, guaiac wood, benzoin | accords: warm spicy | woody | leather | rum | amber",16.90148807532922
https://www.fragrantica.com/perfume/hermes/un-jardin-sur-le-nil-18.html,Un Jardin Sur Le Nil,Hermes,unisex,4.12,12634,2005,jean-claude ellena,"grapefruit, green mango, tomato, carrot","lotus, bulrush, orange, hiacynth, peony","musk, iris, incense, labdanum, cinnamon",citrus | aromatic | floral | fresh spicy | green,"top: grapefruit, green mango, tomato, carrot | middle: lotus, bulrush, orange, hiacynth, peony | base: musk, iris, incense, labdanum, cinnamon | accords: citrus | aromatic | floral | fresh spicy | green",16.898490014574445
https://www.fragrantica.com/perfume/tauer-perfumes/02-l-air-du-desert-marocain-4573.html,02 L Air Du Desert Marocain,Tauer Perfumes,unisex,4.4,6890,2005,andy tauer,"coriander, cumin, petitgrain, lavender","labdanum, birch, jasmine, geranium","amber, cedar, vetiver, patchouli, oakmoss",woody | aromatic | amber | fresh spicy | earthy,"top: coriander, cumin, petitgrain, lavender | middle: labdanum, birch, jasmine, geranium | base: amber, cedar, vetiver, patchouli, oakmoss | accords: woody | aromatic | amber | fresh spicy | earthy",16.88844189962463
https://www.fragrantica.com/perfume/guerlain/shalimar-eau-de-parfum-53.html,Shalimar Eau De Parfum,Guerlain,women,4.0,16654,1990,jacques guerlain,"citruses, bergamot, lemon, cedar, mandarin orange","iris, patchouli, vetiver, jasmine, rose","vanilla, incense, leather, opoponax, civet, sandalwood, tonka bean, musk",citrus | amber | woody | vanilla | balsamic,"top: citruses, bergamot, lemon, cedar, mandarin orange | middle: iris, patchouli, vetiver, jasmine, rose | base: vanilla, incense, leather, opoponax, civet, sandalwood, tonka bean, musk | accords: citrus | amber | woody | vanilla | balsamic",16.88617854810878
https://www.fragrantica.com/perfume/byredo/bal-d-afrique-6458.html,Bal D Afrique,Byredo,unisex,4.14,11988,2009,jérôme epinette,"amalfi lemon, tagetes, black currant, bergamot, african orange flower","violet, cyclamen, jasmine","vetiver, musk, amber, virginia cedar",aromatic | citrus | woody | floral | fresh spicy,"top: amalfi lemon, tagetes, black currant, bergamot, african orange flower | middle: violet, cyclamen, jasmine | base: vetiver, musk, amber, virginia cedar | accords: aromatic | citrus | woody | floral | fresh spicy",16.886161455215426
https://www.fragrantica.com/perfume/azzaro/the-most-wanted-66826.html,The Most Wanted,Azzaro,men,4.57,4897,2021,unknown,cardamom,toffee,amberwood,warm spicy | amber | sweet | woody | caramel,top: cardamom | middle: toffee | base: amberwood | accords: warm spicy | amber | sweet | woody | caramel,16.86338582820434
https://www.fragrantica.com/perfume/guerlain/mon-guerlain-43297.html,Mon Guerlain,Guerlain,women,4.06,13785,2017,delphine jelk,"lavender, bergamot","iris, jasmine sambac, rose","tahitian vanilla, coumarin, australian sandalwood, licorice, benzoin, patchouli",vanilla | lavender | woody | aromatic | powdery,"top: lavender, bergamot | middle: iris, jasmine sambac, rose | base: tahitian vanilla, coumarin, australian sandalwood, licorice, benzoin, patchouli | accords: vanilla | lavender | woody | aromatic | powdery",16.806119393082163
https://www.fragrantica.com/perfume/amouage/reflection-man-920.html,Reflection Man,Amouage,men,4.37,6878,2006,lucas sieuzac,"rosemary, pink pepper, petitgrain","jasmine, neroli, orris root, ylang-ylang","sandalwood, vetiver, cedar, patchouli",woody | white floral | aromatic | powdery | fresh spicy,"top: rosemary, pink pepper, petitgrain | middle: jasmine, neroli, orris root, ylang-ylang | base: sandalwood, vetiver, cedar, patchouli | accords: woody | white floral | aromatic | powdery | fresh spicy",16.76998560229476
https://www.fragrantica.com/perfume/hermes/terre-d-hermes-parfum-8282.html,Terre D Hermes Parfum,Hermes,men,4.39,6588,2009,jean-claude ellena,"orange, grapefruit",flint,"woodsy notes, oak moss, benzoin",citrus | woody | mossy | amber | earthy,"top: orange, grapefruit | middle: flint | base: woodsy notes, oak moss, benzoin | accords: citrus | woody | mossy | amber | earthy",16.764617638133682
https://www.fragrantica.com/perfume/viktor-rolf/flowerbomb-1460.html,Flowerbomb,Viktor Rolf,women,3.92,17964,2005,unknown,"tea, bergamot, osmanthus","orchid, jasmine, rose, freesia, african orange flower","patchouli, musk, vanilla",floral | patchouli | white floral | woody | citrus,"top: tea, bergamot, osmanthus | middle: orchid, jasmine, rose, freesia, african orange flower | base: patchouli, musk, vanilla | accords: floral | patchouli | white floral | woody | citrus",16.67735470843942
